"Model","WT1800"
"Comment",""
"Version","1.01"
"Date","2024/12/05"
"Time","16:04:29"

"<Settings>"
"Measurement Mode","Normal Mode"
"Sigma","SigmaA"
"Sigma Wiring","3P4W"
"Delta Measure Type","Star->Delta"
"Delta Measure Mode","RMS"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"Module","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A"
"Wiring","1P2W","SigmaA(3P4W)","SigmaA(3P4W)","SigmaA(3P4W)","1P2W","1P2W"
"Voltage Range","1.5V","600V","600V","600V","1.5V","1.5V"
"Terminal","Direct","Direct","Direct","Direct","Sensor","Direct"
"Current Range","    10mA","Auto","Auto","Auto","100mV","    10mA"
"Sensor Ratio","100.0000","10.0000","100.0000","10.0000","100.0000","10.0000"
"Line Filter","Off","Off","Off","Off","Off","Off"
"Frequency Filter","Off","Off","Off","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","2000.0001","1000.0000","1000.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Sync Source","I1","I2","I3","I4","I5","I6"
"WP Type","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge"
"q Mode","dc","dc","dc","dc","dc","dc"
"Null U","Off","Off","Off","Off","Off","Off"
"Null I","Off","Off","Off","Off","Off","Off"
"Element Independent","On"
"Average","Off"
"F1(EFF)","P(E3)/P(E4)*100","Unit","%"
"F2(P-loss)","Off"
"F3(U-ripple)","Off"
"F4(I-ripple)","Off"
"F5(D-UrmsR)","Off"
"F6(D-UrmsS)","Off"
"F7(D-UrmsT)","Off"
"F8(D-UmnR)","Off"
"F9(D-UmnS)","Off"
"F10(D-UmnT)","Off"
"F11(PhiU3-U2)","Off"
"F12(PhiI1-I2)","Off"
"F13(PhiI2-I3)","Off"
"F14(PhiI3-I1)","Off"
"F15(Pp-p)","Off"
"F16(F16)","Off"
"F17(F17)","Off"
"F18(F18)","Off"
"F19(F19)","Off"
"F20(F20)","Off"
"Evt1(Ev1)","Off"
"Evt2(Ev2)","Off"
"Evt3(Ev3)","Off"
"Evt4(Ev4)","Off"
"Evt5(Ev5)","Off"
"Evt6(Ev6)","Off"
"Evt7(Ev7)","Off"
"Evt8(Ev8)","Off"
"S Formula","Urms X Irms"
"S,Q Formula","Type 1"
"PC Formula","IEC76(1976)","0.5000","0.5000"
"Phase Angle","180 degree"
"Update Rate","100ms"
"Crest Factor","3"
"eta1 Formula","P3/P4*100"
"eta2 Formula","P4/P3*100"
"eta3 Formula","Off"
"eta4 Formula","Off"

"<Settings (Harmonics)>"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"PLL Source","U4","U4","U4","U4","U4","U4"
"Order","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40"
"THD Formula","Total","Total","Total","Total","Total","Total"

"Store No.","Date","Time","Urms-E2[V]","Irms-E2[A]","P-E2[W]","S-E2[VA]","Q-E2[var]","PF-E2","Urms-E3[V]","Irms-E3[A]","P-E3[W]","S-E3[VA]","Q-E3[var]","PF-E3","Urms-E4[V]","Irms-E4[A]","P-E4[W]","S-E4[VA]","Q-E4[var]","PF-E4","Urms-SigA[V]","Irms-SigA[A]","P-SigA[W]","S-SigA[VA]","Q-SigA[var]","PF-SigA"
   17,2024/12/05,16:02:27,206.78E+00,10.896E+00,2.0597E+03,2.2531E+03,-913.26E+00,0.9142E+00,206.77E+00,10.338E+00,1.9187E+03,2.1376E+03,-942.28E+00,0.8976E+00,206.94E+00,10.660E+00,1.9944E+03,2.2061E+03,-942.81E+00,0.9041E+00,206.83E+00,10.631E+00,5.9729E+03,6.5968E+03,-2.7984E+03,0.9054E+00
   18,2024/12/05,16:02:28,206.52E+00,10.885E+00,2.0564E+03,2.2480E+03,-908.14E+00,0.9148E+00,206.82E+00,10.341E+00,1.9199E+03,2.1386E+03,-942.32E+00,0.8977E+00,206.79E+00,10.660E+00,1.9925E+03,2.2044E+03,-943.10E+00,0.9039E+00,206.71E+00,10.629E+00,5.9687E+03,6.5910E+03,-2.7936E+03,0.9056E+00
   19,2024/12/05,16:02:28,206.67E+00,10.888E+00,2.0590E+03,2.2503E+03,-907.91E+00,0.9150E+00,206.82E+00,10.343E+00,1.9198E+03,2.1392E+03,-943.77E+00,0.8974E+00,206.78E+00,10.660E+00,1.9920E+03,2.2042E+03,-943.54E+00,0.9037E+00,206.76E+00,10.630E+00,5.9708E+03,6.5937E+03,-2.7952E+03,0.9055E+00
   20,2024/12/05,16:02:28,206.72E+00,10.899E+00,2.0612E+03,2.2530E+03,-909.79E+00,0.9148E+00,206.87E+00,10.358E+00,1.9239E+03,2.1427E+03,-943.22E+00,0.8979E+00,206.91E+00,10.663E+00,1.9928E+03,2.2063E+03,-946.83E+00,0.9032E+00,206.83E+00,10.640E+00,5.9778E+03,6.6020E+03,-2.7998E+03,0.9055E+00
   21,2024/12/05,16:02:28,206.48E+00,10.885E+00,2.0546E+03,2.2474E+03,-910.65E+00,0.9142E+00,206.82E+00,10.353E+00,1.9228E+03,2.1412E+03,-942.31E+00,0.8980E+00,206.90E+00,10.663E+00,1.9937E+03,2.2061E+03,-944.51E+00,0.9037E+00,206.73E+00,10.633E+00,5.9711E+03,6.5948E+03,-2.7975E+03,0.9054E+00
   22,2024/12/05,16:02:28,206.54E+00,10.889E+00,2.0560E+03,2.2491E+03,-911.66E+00,0.9142E+00,206.77E+00,10.351E+00,1.9210E+03,2.1403E+03,-943.70E+00,0.8975E+00,206.79E+00,10.654E+00,1.9915E+03,2.2032E+03,-942.35E+00,0.9039E+00,206.70E+00,10.631E+00,5.9685E+03,6.5925E+03,-2.7977E+03,0.9053E+00
   23,2024/12/05,16:02:28,206.72E+00,10.905E+00,2.0619E+03,2.2543E+03,-911.09E+00,0.9147E+00,206.83E+00,10.339E+00,1.9197E+03,2.1383E+03,-942.02E+00,0.8977E+00,206.91E+00,10.667E+00,1.9951E+03,2.2072E+03,-944.00E+00,0.9039E+00,206.82E+00,10.637E+00,5.9767E+03,6.5998E+03,-2.7971E+03,0.9056E+00
   24,2024/12/05,16:02:28,206.60E+00,10.886E+00,2.0567E+03,2.2490E+03,-910.04E+00,0.9145E+00,206.82E+00,10.341E+00,1.9193E+03,2.1386E+03,-943.46E+00,0.8974E+00,206.91E+00,10.669E+00,1.9950E+03,2.2075E+03,-945.01E+00,0.9037E+00,206.77E+00,10.632E+00,5.9709E+03,6.5951E+03,-2.7985E+03,0.9054E+00
   25,2024/12/05,16:02:28,206.68E+00,10.889E+00,2.0587E+03,2.2506E+03,-909.52E+00,0.9147E+00,206.81E+00,10.349E+00,1.9213E+03,2.1402E+03,-943.00E+00,0.8977E+00,206.86E+00,10.653E+00,1.9904E+03,2.2036E+03,-945.46E+00,0.9033E+00,206.78E+00,10.630E+00,5.9704E+03,6.5944E+03,-2.7980E+03,0.9054E+00
   26,2024/12/05,16:02:28,206.74E+00,10.903E+00,2.0622E+03,2.2542E+03,-910.31E+00,0.9148E+00,206.78E+00,10.350E+00,1.9215E+03,2.1401E+03,-942.35E+00,0.8978E+00,206.80E+00,10.657E+00,1.9909E+03,2.2037E+03,-944.79E+00,0.9034E+00,206.77E+00,10.637E+00,5.9746E+03,6.5980E+03,-2.7974E+03,0.9055E+00
   27,2024/12/05,16:02:28,206.72E+00,10.919E+00,2.0653E+03,2.2571E+03,-910.69E+00,0.9150E+00,206.90E+00,10.381E+00,1.9289E+03,2.1479E+03,-944.77E+00,0.8981E+00,206.90E+00,10.676E+00,1.9971E+03,2.2088E+03,-943.63E+00,0.9042E+00,206.84E+00,10.659E+00,5.9912E+03,6.6138E+03,-2.7991E+03,0.9059E+00
   28,2024/12/05,16:02:29,206.65E+00,10.915E+00,2.0633E+03,2.2555E+03,-911.13E+00,0.9148E+00,206.86E+00,10.361E+00,1.9244E+03,2.1432E+03,-943.27E+00,0.8979E+00,206.86E+00,10.682E+00,1.9976E+03,2.2098E+03,-944.90E+00,0.9040E+00,206.79E+00,10.653E+00,5.9853E+03,6.6085E+03,-2.7993E+03,0.9057E+00
   29,2024/12/05,16:02:29,206.47E+00,10.899E+00,2.0584E+03,2.2504E+03,-909.38E+00,0.9147E+00,206.94E+00,10.368E+00,1.9263E+03,2.1455E+03,-944.71E+00,0.8978E+00,206.87E+00,10.693E+00,1.9994E+03,2.2120E+03,-946.32E+00,0.9039E+00,206.76E+00,10.653E+00,5.9841E+03,6.6079E+03,-2.8004E+03,0.9056E+00
   30,2024/12/05,16:02:29,206.60E+00,10.903E+00,2.0612E+03,2.2526E+03,-908.58E+00,0.9150E+00,206.78E+00,10.366E+00,1.9241E+03,2.1434E+03,-944.61E+00,0.8977E+00,206.87E+00,10.678E+00,1.9959E+03,2.2089E+03,-946.44E+00,0.9036E+00,206.75E+00,10.649E+00,5.9812E+03,6.6049E+03,-2.7996E+03,0.9056E+00
   31,2024/12/05,16:02:29,206.65E+00,10.914E+00,2.0640E+03,2.2554E+03,-909.32E+00,0.9151E+00,206.93E+00,10.377E+00,1.9294E+03,2.1474E+03,-942.79E+00,0.8985E+00,206.90E+00,10.679E+00,1.9962E+03,2.2096E+03,-947.41E+00,0.9034E+00,206.83E+00,10.657E+00,5.9895E+03,6.6123E+03,-2.7995E+03,0.9058E+00
   32,2024/12/05,16:02:29,206.65E+00,10.903E+00,2.0616E+03,2.2530E+03,-908.70E+00,0.9151E+00,206.92E+00,10.380E+00,1.9299E+03,2.1478E+03,-942.79E+00,0.8985E+00,206.90E+00,10.680E+00,1.9977E+03,2.2096E+03,-944.23E+00,0.9041E+00,206.82E+00,10.654E+00,5.9892E+03,6.6105E+03,-2.7957E+03,0.9060E+00
   33,2024/12/05,16:02:29,206.68E+00,10.911E+00,2.0639E+03,2.2550E+03,-908.54E+00,0.9152E+00,206.72E+00,10.352E+00,1.9211E+03,2.1399E+03,-942.75E+00,0.8977E+00,206.90E+00,10.685E+00,1.9986E+03,2.2107E+03,-945.02E+00,0.9040E+00,206.77E+00,10.649E+00,5.9836E+03,6.6057E+03,-2.7963E+03,0.9058E+00
   34,2024/12/05,16:02:29,206.79E+00,10.923E+00,2.0686E+03,2.2587E+03,-907.20E+00,0.9158E+00,206.92E+00,10.361E+00,1.9254E+03,2.1438E+03,-942.80E+00,0.8981E+00,206.85E+00,10.682E+00,1.9979E+03,2.2097E+03,-944.00E+00,0.9042E+00,206.85E+00,10.655E+00,5.9918E+03,6.6123E+03,-2.7940E+03,0.9062E+00
   35,2024/12/05,16:02:29,206.74E+00,10.912E+00,2.0661E+03,2.2559E+03,-905.74E+00,0.9159E+00,206.93E+00,10.379E+00,1.9294E+03,2.1477E+03,-943.42E+00,0.8984E+00,206.88E+00,10.681E+00,1.9972E+03,2.2097E+03,-945.32E+00,0.9039E+00,206.85E+00,10.657E+00,5.9927E+03,6.6133E+03,-2.7945E+03,0.9062E+00
   36,2024/12/05,16:02:29,206.70E+00,10.912E+00,2.0656E+03,2.2554E+03,-905.67E+00,0.9158E+00,206.93E+00,10.377E+00,1.9294E+03,2.1473E+03,-942.54E+00,0.8985E+00,206.83E+00,10.677E+00,1.9948E+03,2.2083E+03,-947.33E+00,0.9033E+00,206.82E+00,10.655E+00,5.9897E+03,6.6110E+03,-2.7955E+03,0.9060E+00
   37,2024/12/05,16:02:29,206.70E+00,10.879E+00,2.0590E+03,2.2486E+03,-903.75E+00,0.9157E+00,206.97E+00,10.356E+00,1.9263E+03,2.1435E+03,-940.11E+00,0.8987E+00,206.93E+00,10.659E+00,1.9942E+03,2.2056E+03,-942.21E+00,0.9042E+00,206.87E+00,10.631E+00,5.9796E+03,6.5977E+03,-2.7861E+03,0.9063E+00
   38,2024/12/05,16:02:30,206.82E+00,10.891E+00,2.0632E+03,2.2526E+03,-904.18E+00,0.9159E+00,206.94E+00,10.340E+00,1.9228E+03,2.1397E+03,-938.81E+00,0.8986E+00,206.88E+00,10.655E+00,1.9944E+03,2.2043E+03,-938.84E+00,0.9048E+00,206.88E+00,10.629E+00,5.9803E+03,6.5967E+03,-2.7818E+03,0.9066E+00
   39,2024/12/05,16:02:30,206.82E+00,10.900E+00,2.0658E+03,2.2544E+03,-902.58E+00,0.9164E+00,206.98E+00,10.346E+00,1.9241E+03,2.1414E+03,-939.72E+00,0.8986E+00,206.83E+00,10.662E+00,1.9939E+03,2.2052E+03,-942.03E+00,0.9042E+00,206.88E+00,10.636E+00,5.9839E+03,6.6010E+03,-2.7843E+03,0.9065E+00
   40,2024/12/05,16:02:30,206.77E+00,10.879E+00,2.0615E+03,2.2495E+03,-900.29E+00,0.9164E+00,206.94E+00,10.348E+00,1.9233E+03,2.1414E+03,-941.55E+00,0.8981E+00,206.83E+00,10.655E+00,1.9923E+03,2.2038E+03,-941.89E+00,0.9041E+00,206.85E+00,10.627E+00,5.9771E+03,6.5946E+03,-2.7837E+03,0.9064E+00
   41,2024/12/05,16:02:30,206.77E+00,10.887E+00,2.0627E+03,2.2512E+03,-901.78E+00,0.9163E+00,206.99E+00,10.372E+00,1.9295E+03,2.1469E+03,-941.38E+00,0.8987E+00,206.83E+00,10.657E+00,1.9914E+03,2.2041E+03,-944.78E+00,0.9035E+00,206.86E+00,10.639E+00,5.9836E+03,6.6022E+03,-2.7879E+03,0.9063E+00
   42,2024/12/05,16:02:30,206.83E+00,10.883E+00,2.0621E+03,2.2510E+03,-902.73E+00,0.9161E+00,206.92E+00,10.348E+00,1.9244E+03,2.1413E+03,-939.06E+00,0.8987E+00,206.88E+00,10.659E+00,1.9934E+03,2.2050E+03,-942.61E+00,0.9040E+00,206.88E+00,10.630E+00,5.9798E+03,6.5973E+03,-2.7844E+03,0.9064E+00
   43,2024/12/05,16:02:30,206.81E+00,10.881E+00,2.0621E+03,2.2502E+03,-900.53E+00,0.9164E+00,206.98E+00,10.346E+00,1.9247E+03,2.1415E+03,-938.79E+00,0.8988E+00,206.92E+00,10.663E+00,1.9965E+03,2.2064E+03,-939.09E+00,0.9049E+00,206.90E+00,10.630E+00,5.9834E+03,6.5980E+03,-2.7784E+03,0.9068E+00
   44,2024/12/05,16:02:30,206.78E+00,10.887E+00,2.0625E+03,2.2512E+03,-902.28E+00,0.9162E+00,206.93E+00,10.340E+00,1.9224E+03,2.1395E+03,-939.02E+00,0.8985E+00,206.92E+00,10.669E+00,1.9968E+03,2.2075E+03,-941.40E+00,0.9045E+00,206.88E+00,10.632E+00,5.9817E+03,6.5983E+03,-2.7827E+03,0.9066E+00
   45,2024/12/05,16:02:30,206.83E+00,10.886E+00,2.0635E+03,2.2516E+03,-900.84E+00,0.9165E+00,207.01E+00,10.352E+00,1.9251E+03,2.1429E+03,-941.34E+00,0.8984E+00,206.88E+00,10.669E+00,1.9960E+03,2.2072E+03,-942.21E+00,0.9043E+00,206.90E+00,10.636E+00,5.9846E+03,6.6017E+03,-2.7844E+03,0.9065E+00
   46,2024/12/05,16:02:30,206.77E+00,10.879E+00,2.0617E+03,2.2494E+03,-899.67E+00,0.9165E+00,206.83E+00,10.354E+00,1.9235E+03,2.1415E+03,-941.44E+00,0.8982E+00,206.84E+00,10.653E+00,1.9917E+03,2.2036E+03,-942.77E+00,0.9039E+00,206.82E+00,10.629E+00,5.9769E+03,6.5945E+03,-2.7839E+03,0.9063E+00
   47,2024/12/05,16:02:30,206.78E+00,10.912E+00,2.0682E+03,2.2563E+03,-901.90E+00,0.9166E+00,206.91E+00,10.373E+00,1.9292E+03,2.1462E+03,-940.50E+00,0.8989E+00,206.93E+00,10.677E+00,1.9979E+03,2.2093E+03,-942.92E+00,0.9043E+00,206.87E+00,10.654E+00,5.9953E+03,6.6117E+03,-2.7853E+03,0.9068E+00
   48,2024/12/05,16:02:31,206.86E+00,10.913E+00,2.0683E+03,2.2575E+03,-904.83E+00,0.9162E+00,206.93E+00,10.379E+00,1.9298E+03,2.1477E+03,-942.71E+00,0.8985E+00,206.93E+00,10.681E+00,1.9991E+03,2.2103E+03,-942.81E+00,0.9045E+00,206.91E+00,10.658E+00,5.9972E+03,6.6155E+03,-2.7904E+03,0.9065E+00
   49,2024/12/05,16:02:31,206.85E+00,10.911E+00,2.0681E+03,2.2570E+03,-903.98E+00,0.9163E+00,206.90E+00,10.367E+00,1.9275E+03,2.1450E+03,-941.10E+00,0.8986E+00,206.83E+00,10.677E+00,1.9976E+03,2.2082E+03,-941.23E+00,0.9046E+00,206.86E+00,10.652E+00,5.9932E+03,6.6103E+03,-2.7863E+03,0.9067E+00
   50,2024/12/05,16:02:31,206.78E+00,10.909E+00,2.0678E+03,2.2557E+03,-901.38E+00,0.9167E+00,206.95E+00,10.373E+00,1.9288E+03,2.1467E+03,-942.45E+00,0.8985E+00,206.88E+00,10.688E+00,2.0001E+03,2.2111E+03,-942.63E+00,0.9046E+00,206.87E+00,10.657E+00,5.9967E+03,6.6135E+03,-2.7865E+03,0.9067E+00
   51,2024/12/05,16:02:31,206.78E+00,10.898E+00,2.0646E+03,2.2536E+03,-903.35E+00,0.9161E+00,206.99E+00,10.379E+00,1.9306E+03,2.1484E+03,-942.49E+00,0.8986E+00,206.88E+00,10.675E+00,1.9959E+03,2.2084E+03,-945.28E+00,0.9038E+00,206.88E+00,10.651E+00,5.9912E+03,6.6105E+03,-2.7911E+03,0.9063E+00
   52,2024/12/05,16:02:31,206.88E+00,10.928E+00,2.0716E+03,2.2608E+03,-905.44E+00,0.9163E+00,206.91E+00,10.387E+00,1.9310E+03,2.1491E+03,-943.49E+00,0.8985E+00,206.88E+00,10.676E+00,1.9962E+03,2.2087E+03,-945.38E+00,0.9038E+00,206.89E+00,10.664E+00,5.9987E+03,6.6187E+03,-2.7943E+03,0.9063E+00
