"Model","WT1800"
"Comment",""
"Version","1.01"
"Date","2024/12/05"
"Time","16:26:31"

"<Settings>"
"Measurement Mode","Normal Mode"
"Sigma","SigmaA"
"Sigma Wiring","3P4W"
"Delta Measure Type","Star->Delta"
"Delta Measure Mode","RMS"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"Module","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A"
"Wiring","1P2W","SigmaA(3P4W)","SigmaA(3P4W)","SigmaA(3P4W)","1P2W","1P2W"
"Voltage Range","1.5V","600V","600V","600V","1.5V","1.5V"
"Terminal","Direct","Direct","Direct","Direct","Sensor","Direct"
"Current Range","    10mA","Auto","Auto","Auto","100mV","    10mA"
"Sensor Ratio","100.0000","10.0000","100.0000","10.0000","100.0000","10.0000"
"Line Filter","Off","Off","Off","Off","Off","Off"
"Frequency Filter","Off","Off","Off","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","2000.0001","1000.0000","1000.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Sync Source","I1","I2","I3","I4","I5","I6"
"WP Type","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge"
"q Mode","dc","dc","dc","dc","dc","dc"
"Null U","Off","Off","Off","Off","Off","Off"
"Null I","Off","Off","Off","Off","Off","Off"
"Element Independent","On"
"Average","Off"
"F1(EFF)","P(E3)/P(E4)*100","Unit","%"
"F2(P-loss)","Off"
"F3(U-ripple)","Off"
"F4(I-ripple)","Off"
"F5(D-UrmsR)","Off"
"F6(D-UrmsS)","Off"
"F7(D-UrmsT)","Off"
"F8(D-UmnR)","Off"
"F9(D-UmnS)","Off"
"F10(D-UmnT)","Off"
"F11(PhiU3-U2)","Off"
"F12(PhiI1-I2)","Off"
"F13(PhiI2-I3)","Off"
"F14(PhiI3-I1)","Off"
"F15(Pp-p)","Off"
"F16(F16)","Off"
"F17(F17)","Off"
"F18(F18)","Off"
"F19(F19)","Off"
"F20(F20)","Off"
"Evt1(Ev1)","Off"
"Evt2(Ev2)","Off"
"Evt3(Ev3)","Off"
"Evt4(Ev4)","Off"
"Evt5(Ev5)","Off"
"Evt6(Ev6)","Off"
"Evt7(Ev7)","Off"
"Evt8(Ev8)","Off"
"S Formula","Urms X Irms"
"S,Q Formula","Type 1"
"PC Formula","IEC76(1976)","0.5000","0.5000"
"Phase Angle","180 degree"
"Update Rate","100ms"
"Crest Factor","3"
"eta1 Formula","P3/P4*100"
"eta2 Formula","P4/P3*100"
"eta3 Formula","Off"
"eta4 Formula","Off"

"<Settings (Harmonics)>"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"PLL Source","U4","U4","U4","U4","U4","U4"
"Order","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40"
"THD Formula","Total","Total","Total","Total","Total","Total"

"Store No.","Date","Time","Urms-E2[V]","Irms-E2[A]","P-E2[W]","S-E2[VA]","Q-E2[var]","PF-E2","Urms-E3[V]","Irms-E3[A]","P-E3[W]","S-E3[VA]","Q-E3[var]","PF-E3","Urms-E4[V]","Irms-E4[A]","P-E4[W]","S-E4[VA]","Q-E4[var]","PF-E4","Urms-SigA[V]","Irms-SigA[A]","P-SigA[W]","S-SigA[VA]","Q-SigA[var]","PF-SigA"
   11,2024/12/05,16:24:29,252.23E+00,8.8099E+00,2.0383E+03,2.2221E+03,-884.81E+00,0.9173E+00,252.53E+00,8.5101E+00,1.9353E+03,2.1490E+03,-934.36E+00,0.9005E+00,252.78E+00,8.7694E+00,2.0002E+03,2.2167E+03,-955.55E+00,0.9023E+00,252.51E+00,8.6965E+00,5.9738E+03,6.5878E+03,-2.7747E+03,0.9068E+00
   12,2024/12/05,16:24:29,252.37E+00,8.8023E+00,2.0403E+03,2.2214E+03,-878.57E+00,0.9185E+00,252.31E+00,8.5231E+00,1.9353E+03,2.1504E+03,-937.62E+00,0.8999E+00,252.63E+00,8.7682E+00,1.9964E+03,2.2151E+03,-959.74E+00,0.9013E+00,252.43E+00,8.6979E+00,5.9720E+03,6.5870E+03,-2.7759E+03,0.9066E+00
   13,2024/12/05,16:24:29,252.21E+00,8.8045E+00,2.0392E+03,2.2206E+03,-879.17E+00,0.9183E+00,252.24E+00,8.5179E+00,1.9346E+03,2.1486E+03,-934.86E+00,0.9004E+00,252.69E+00,8.7744E+00,1.9969E+03,2.2173E+03,-963.59E+00,0.9006E+00,252.38E+00,8.6990E+00,5.9706E+03,6.5865E+03,-2.7776E+03,0.9065E+00
   14,2024/12/05,16:24:29,252.27E+00,8.7964E+00,2.0376E+03,2.2191E+03,-878.80E+00,0.9182E+00,252.53E+00,8.5291E+00,1.9401E+03,2.1539E+03,-935.47E+00,0.9008E+00,252.69E+00,8.7632E+00,1.9951E+03,2.2144E+03,-960.82E+00,0.9010E+00,252.50E+00,8.6962E+00,5.9728E+03,6.5873E+03,-2.7751E+03,0.9067E+00
   15,2024/12/05,16:24:30,252.15E+00,8.8049E+00,2.0398E+03,2.2202E+03,-876.50E+00,0.9188E+00,252.54E+00,8.5948E+00,1.9559E+03,2.1705E+03,-941.11E+00,0.9011E+00,252.77E+00,8.8334E+00,2.0135E+03,2.2329E+03,-965.03E+00,0.9018E+00,252.49E+00,8.7444E+00,6.0093E+03,6.6236E+03,-2.7826E+03,0.9073E+00
   16,2024/12/05,16:24:30,252.45E+00,8.8296E+00,2.0521E+03,2.2290E+03,-870.34E+00,0.9206E+00,252.47E+00,8.6626E+00,1.9707E+03,2.1871E+03,-948.53E+00,0.9011E+00,252.64E+00,8.8340E+00,2.0116E+03,2.2318E+03,-966.66E+00,0.9013E+00,252.52E+00,8.7754E+00,6.0344E+03,6.6480E+03,-2.7855E+03,0.9077E+00
   17,2024/12/05,16:24:30,252.13E+00,8.7940E+00,2.0405E+03,2.2172E+03,-867.47E+00,0.9203E+00,252.31E+00,8.6292E+00,1.9587E+03,2.1773E+03,-950.81E+00,0.8996E+00,252.70E+00,8.8162E+00,2.0067E+03,2.2278E+03,-967.70E+00,0.9007E+00,252.38E+00,8.7465E+00,6.0058E+03,6.6223E+03,-2.7860E+03,0.9069E+00
   18,2024/12/05,16:24:30,252.38E+00,8.7821E+00,2.0397E+03,2.2164E+03,-867.28E+00,0.9203E+00,252.68E+00,8.6259E+00,1.9634E+03,2.1795E+03,-946.38E+00,0.9008E+00,252.73E+00,8.8124E+00,2.0050E+03,2.2272E+03,-969.65E+00,0.9002E+00,252.60E+00,8.7401E+00,6.0081E+03,6.6231E+03,-2.7833E+03,0.9071E+00
   19,2024/12/05,16:24:30,252.14E+00,8.7947E+00,2.0342E+03,2.2175E+03,-882.74E+00,0.9174E+00,252.51E+00,8.4542E+00,1.9219E+03,2.1348E+03,-929.19E+00,0.9003E+00,252.56E+00,8.6063E+00,1.9464E+03,2.1736E+03,-967.52E+00,0.8955E+00,252.41E+00,8.6184E+00,5.9026E+03,6.5259E+03,-2.7795E+03,0.9045E+00
   20,2024/12/05,16:24:30,252.04E+00,8.9546E+00,2.0680E+03,2.2569E+03,-903.82E+00,0.9163E+00,252.67E+00,8.4597E+00,1.9222E+03,2.1376E+03,-935.10E+00,0.8992E+00,252.68E+00,8.7511E+00,2.0001E+03,2.2112E+03,-942.83E+00,0.9045E+00,252.46E+00,8.7218E+00,5.9903E+03,6.6057E+03,-2.7818E+03,0.9068E+00
   21,2024/12/05,16:24:30,252.26E+00,8.9512E+00,2.0710E+03,2.2580E+03,-899.89E+00,0.9172E+00,252.73E+00,8.4788E+00,1.9288E+03,2.1428E+03,-933.50E+00,0.9001E+00,252.88E+00,8.7750E+00,2.0088E+03,2.2190E+03,-942.78E+00,0.9053E+00,252.62E+00,8.7350E+00,6.0085E+03,6.6199E+03,-2.7762E+03,0.9077E+00
   22,2024/12/05,16:24:30,252.37E+00,8.9426E+00,2.0719E+03,2.2569E+03,-894.80E+00,0.9180E+00,252.68E+00,8.4737E+00,1.9272E+03,2.1411E+03,-932.95E+00,0.9001E+00,252.62E+00,8.7647E+00,2.0019E+03,2.2142E+03,-946.06E+00,0.9041E+00,252.56E+00,8.7270E+00,6.0010E+03,6.6122E+03,-2.7738E+03,0.9076E+00
   23,2024/12/05,16:24:30,252.39E+00,8.9299E+00,2.0710E+03,2.2538E+03,-889.07E+00,0.9189E+00,252.70E+00,8.4816E+00,1.9278E+03,2.1433E+03,-936.62E+00,0.8995E+00,252.68E+00,8.7754E+00,2.0036E+03,2.2174E+03,-949.96E+00,0.9036E+00,252.59E+00,8.7290E+00,6.0024E+03,6.6145E+03,-2.7756E+03,0.9075E+00
   24,2024/12/05,16:24:30,252.17E+00,8.9587E+00,2.0776E+03,2.2591E+03,-887.25E+00,0.9196E+00,252.90E+00,8.5404E+00,1.9429E+03,2.1599E+03,-943.42E+00,0.8996E+00,252.85E+00,8.8254E+00,2.0171E+03,2.2315E+03,-954.46E+00,0.9039E+00,252.64E+00,8.7748E+00,6.0376E+03,6.6505E+03,-2.7851E+03,0.9078E+00
   25,2024/12/05,16:24:31,252.19E+00,8.9288E+00,2.0713E+03,2.2518E+03,-883.31E+00,0.9199E+00,252.91E+00,8.5449E+00,1.9447E+03,2.1611E+03,-942.72E+00,0.8998E+00,252.83E+00,8.8198E+00,2.0144E+03,2.2299E+03,-956.42E+00,0.9034E+00,252.65E+00,8.7645E+00,6.0304E+03,6.6428E+03,-2.7825E+03,0.9078E+00
   26,2024/12/05,16:24:31,252.44E+00,8.8919E+00,2.0647E+03,2.2447E+03,-880.85E+00,0.9198E+00,252.90E+00,8.5319E+00,1.9420E+03,2.1577E+03,-940.37E+00,0.9000E+00,252.83E+00,8.7808E+00,2.0059E+03,2.2201E+03,-951.22E+00,0.9036E+00,252.72E+00,8.7349E+00,6.0126E+03,6.6225E+03,-2.7724E+03,0.9079E+00
   27,2024/12/05,16:24:31,252.15E+00,8.8877E+00,2.0610E+03,2.2410E+03,-880.17E+00,0.9196E+00,252.89E+00,8.5155E+00,1.9379E+03,2.1535E+03,-939.30E+00,0.8999E+00,252.69E+00,8.7472E+00,1.9963E+03,2.2103E+03,-948.82E+00,0.9032E+00,252.58E+00,8.7168E+00,5.9951E+03,6.6049E+03,-2.7683E+03,0.9077E+00
   28,2024/12/05,16:24:31,252.20E+00,8.7770E+00,2.0315E+03,2.2135E+03,-879.00E+00,0.9178E+00,252.82E+00,8.4196E+00,1.9161E+03,2.1286E+03,-927.11E+00,0.9002E+00,252.62E+00,8.6030E+00,1.9510E+03,2.1733E+03,-957.47E+00,0.8977E+00,252.55E+00,8.5998E+00,5.8986E+03,6.5154E+03,-2.7636E+03,0.9053E+00
   29,2024/12/05,16:24:31,252.38E+00,8.7725E+00,2.0375E+03,2.2140E+03,-866.16E+00,0.9203E+00,252.91E+00,8.5423E+00,1.9471E+03,2.1604E+03,-936.08E+00,0.9013E+00,252.69E+00,8.7835E+00,1.9997E+03,2.2195E+03,-962.90E+00,0.9010E+00,252.66E+00,8.6994E+00,5.9843E+03,6.5939E+03,-2.7651E+03,0.9076E+00
   30,2024/12/05,16:24:31,252.43E+00,8.7865E+00,2.0417E+03,2.2180E+03,-866.65E+00,0.9205E+00,252.91E+00,8.5466E+00,1.9493E+03,2.1615E+03,-933.99E+00,0.9018E+00,252.76E+00,8.7676E+00,1.9974E+03,2.2161E+03,-959.97E+00,0.9013E+00,252.70E+00,8.7002E+00,5.9884E+03,6.5956E+03,-2.7606E+03,0.9079E+00
   31,2024/12/05,16:24:31,252.33E+00,8.7644E+00,2.0339E+03,2.2115E+03,-868.38E+00,0.9197E+00,252.91E+00,8.5460E+00,1.9513E+03,2.1614E+03,-929.65E+00,0.9028E+00,252.84E+00,8.7752E+00,2.0009E+03,2.2187E+03,-958.74E+00,0.9018E+00,252.69E+00,8.6952E+00,5.9860E+03,6.5916E+03,-2.7568E+03,0.9081E+00
   32,2024/12/05,16:24:31,252.48E+00,8.7907E+00,2.0420E+03,2.2195E+03,-869.74E+00,0.9200E+00,252.88E+00,8.5400E+00,1.9484E+03,2.1596E+03,-931.33E+00,0.9022E+00,252.72E+00,8.7706E+00,1.9998E+03,2.2165E+03,-956.03E+00,0.9022E+00,252.69E+00,8.7005E+00,5.9902E+03,6.5956E+03,-2.7571E+03,0.9082E+00
   33,2024/12/05,16:24:31,252.19E+00,8.7923E+00,2.0414E+03,2.2173E+03,-865.40E+00,0.9207E+00,252.73E+00,8.5734E+00,1.9526E+03,2.1667E+03,-939.17E+00,0.9012E+00,252.69E+00,8.8190E+00,2.0099E+03,2.2285E+03,-962.41E+00,0.9019E+00,252.53E+00,8.7283E+00,6.0040E+03,6.6125E+03,-2.7670E+03,0.9080E+00
   34,2024/12/05,16:24:31,252.45E+00,8.8002E+00,2.0490E+03,2.2216E+03,-858.65E+00,0.9223E+00,252.85E+00,8.6271E+00,1.9663E+03,2.1814E+03,-944.44E+00,0.9014E+00,252.78E+00,8.8070E+00,2.0051E+03,2.2262E+03,-967.35E+00,0.9007E+00,252.70E+00,8.7448E+00,6.0204E+03,6.6293E+03,-2.7704E+03,0.9082E+00
   35,2024/12/05,16:24:32,252.50E+00,8.7802E+00,2.0436E+03,2.2170E+03,-859.61E+00,0.9218E+00,252.86E+00,8.6074E+00,1.9612E+03,2.1765E+03,-943.69E+00,0.9011E+00,252.68E+00,8.7655E+00,1.9935E+03,2.2149E+03,-965.37E+00,0.9000E+00,252.68E+00,8.7177E+00,5.9983E+03,6.6084E+03,-2.7687E+03,0.9077E+00
   36,2024/12/05,16:24:32,252.40E+00,8.7396E+00,2.0306E+03,2.2059E+03,-861.75E+00,0.9205E+00,252.73E+00,8.5202E+00,1.9397E+03,2.1533E+03,-935.05E+00,0.9008E+00,252.77E+00,8.6861E+00,1.9788E+03,2.1956E+03,-951.43E+00,0.9012E+00,252.63E+00,8.6486E+00,5.9490E+03,6.5548E+03,-2.7482E+03,0.9076E+00
   37,2024/12/05,16:24:32,252.26E+00,8.7593E+00,2.0276E+03,2.2096E+03,-878.23E+00,0.9176E+00,252.56E+00,8.3986E+00,1.9116E+03,2.1211E+03,-919.16E+00,0.9012E+00,252.77E+00,8.5493E+00,1.9421E+03,2.1610E+03,-947.82E+00,0.8987E+00,252.53E+00,8.5691E+00,5.8812E+03,6.4917E+03,-2.7452E+03,0.9060E+00
   38,2024/12/05,16:24:32,252.26E+00,8.7751E+00,2.0342E+03,2.2136E+03,-873.12E+00,0.9189E+00,252.72E+00,8.4661E+00,1.9271E+03,2.1395E+03,-929.49E+00,0.9007E+00,252.74E+00,8.7286E+00,1.9904E+03,2.2061E+03,-951.44E+00,0.9022E+00,252.57E+00,8.6566E+00,5.9516E+03,6.5593E+03,-2.7541E+03,0.9074E+00
   39,2024/12/05,16:24:32,252.49E+00,8.7781E+00,2.0381E+03,2.2163E+03,-870.84E+00,0.9196E+00,252.86E+00,8.4821E+00,1.9318E+03,2.1448E+03,-931.73E+00,0.9007E+00,252.69E+00,8.7279E+00,1.9884E+03,2.2055E+03,-954.05E+00,0.9016E+00,252.68E+00,8.6627E+00,5.9583E+03,6.5666E+03,-2.7566E+03,0.9074E+00
   40,2024/12/05,16:24:32,252.25E+00,8.7639E+00,2.0328E+03,2.2107E+03,-868.96E+00,0.9195E+00,252.78E+00,8.4812E+00,1.9322E+03,2.1439E+03,-928.87E+00,0.9013E+00,252.68E+00,8.7184E+00,1.9860E+03,2.2030E+03,-953.46E+00,0.9015E+00,252.57E+00,8.6545E+00,5.9510E+03,6.5576E+03,-2.7513E+03,0.9075E+00
   41,2024/12/05,16:24:32,252.45E+00,8.7616E+00,2.0340E+03,2.2119E+03,-869.14E+00,0.9196E+00,252.77E+00,8.4802E+00,1.9333E+03,2.1436E+03,-925.91E+00,0.9019E+00,252.69E+00,8.7164E+00,1.9859E+03,2.2025E+03,-952.45E+00,0.9017E+00,252.64E+00,8.6528E+00,5.9532E+03,6.5580E+03,-2.7475E+03,0.9078E+00
   42,2024/12/05,16:24:32,252.51E+00,8.7771E+00,2.0391E+03,2.2163E+03,-868.38E+00,0.9200E+00,252.71E+00,8.5372E+00,1.9456E+03,2.1574E+03,-932.29E+00,0.9018E+00,252.72E+00,8.7712E+00,2.0000E+03,2.2167E+03,-955.81E+00,0.9023E+00,252.65E+00,8.6952E+00,5.9847E+03,6.5904E+03,-2.7565E+03,0.9081E+00
   43,2024/12/05,16:24:32,252.38E+00,8.7419E+00,2.0324E+03,2.2063E+03,-858.48E+00,0.9212E+00,252.72E+00,8.5650E+00,1.9508E+03,2.1646E+03,-938.05E+00,0.9012E+00,252.87E+00,8.7811E+00,2.0019E+03,2.2205E+03,-960.75E+00,0.9015E+00,252.66E+00,8.6960E+00,5.9850E+03,6.5913E+03,-2.7573E+03,0.9080E+00
   44,2024/12/05,16:24:32,252.38E+00,8.7012E+00,2.0241E+03,2.1960E+03,-851.85E+00,0.9217E+00,252.67E+00,8.5653E+00,1.9506E+03,2.1642E+03,-937.41E+00,0.9013E+00,252.78E+00,8.7582E+00,1.9931E+03,2.2139E+03,-963.72E+00,0.9003E+00,252.61E+00,8.6749E+00,5.9679E+03,6.5741E+03,-2.7530E+03,0.9078E+00
   45,2024/12/05,16:24:33,252.49E+00,8.7226E+00,2.0295E+03,2.2024E+03,-855.41E+00,0.9215E+00,252.77E+00,8.5630E+00,1.9511E+03,2.1644E+03,-937.05E+00,0.9014E+00,252.63E+00,8.7220E+00,1.9837E+03,2.2034E+03,-959.20E+00,0.9003E+00,252.63E+00,8.6692E+00,5.9642E+03,6.5702E+03,-2.7517E+03,0.9078E+00
   46,2024/12/05,16:24:33,252.62E+00,8.7527E+00,2.0330E+03,2.2111E+03,-869.36E+00,0.9195E+00,252.71E+00,8.4730E+00,1.9328E+03,2.1412E+03,-921.62E+00,0.9026E+00,252.56E+00,8.6135E+00,1.9526E+03,2.1754E+03,-959.13E+00,0.8976E+00,252.63E+00,8.6131E+00,5.9184E+03,6.5278E+03,-2.7501E+03,0.9066E+00
   47,2024/12/05,16:24:33,252.50E+00,8.8085E+00,2.0457E+03,2.2241E+03,-872.87E+00,0.9198E+00,252.76E+00,8.5081E+00,1.9405E+03,2.1505E+03,-927.01E+00,0.9023E+00,252.78E+00,8.7626E+00,1.9992E+03,2.2151E+03,-953.81E+00,0.9025E+00,252.68E+00,8.6931E+00,5.9853E+03,6.5897E+03,-2.7537E+03,0.9083E+00
   48,2024/12/05,16:24:33,252.24E+00,8.8102E+00,2.0438E+03,2.2223E+03,-872.58E+00,0.9197E+00,252.78E+00,8.5151E+00,1.9405E+03,2.1524E+03,-931.29E+00,0.9015E+00,252.63E+00,8.7555E+00,1.9971E+03,2.2119E+03,-950.84E+00,0.9029E+00,252.55E+00,8.6936E+00,5.9814E+03,6.5866E+03,-2.7547E+03,0.9081E+00
   49,2024/12/05,16:24:33,252.27E+00,8.8098E+00,2.0456E+03,2.2224E+03,-868.80E+00,0.9204E+00,252.72E+00,8.4998E+00,1.9357E+03,2.1481E+03,-931.33E+00,0.9011E+00,252.63E+00,8.7531E+00,1.9956E+03,2.2113E+03,-952.62E+00,0.9025E+00,252.54E+00,8.6876E+00,5.9769E+03,6.5818E+03,-2.7528E+03,0.9081E+00
   50,2024/12/05,16:24:33,252.55E+00,8.8202E+00,2.0510E+03,2.2275E+03,-869.13E+00,0.9207E+00,252.76E+00,8.5092E+00,1.9386E+03,2.1508E+03,-931.67E+00,0.9013E+00,252.69E+00,8.7576E+00,1.9960E+03,2.2129E+03,-955.42E+00,0.9020E+00,252.67E+00,8.6957E+00,5.9856E+03,6.5913E+03,-2.7562E+03,0.9081E+00
   51,2024/12/05,16:24:33,252.32E+00,8.8116E+00,2.0485E+03,2.2234E+03,-864.23E+00,0.9214E+00,252.89E+00,8.5781E+00,1.9567E+03,2.1693E+03,-936.48E+00,0.9020E+00,252.77E+00,8.8088E+00,2.0091E+03,2.2266E+03,-959.86E+00,0.9023E+00,252.66E+00,8.7328E+00,6.0143E+03,6.6192E+03,-2.7606E+03,0.9086E+00
