"Model","WT1800"
"Comment",""
"Version","1.01"
"Date","2024/12/05"
"Time","14:39:18"

"<Settings>"
"Measurement Mode","Normal Mode"
"Sigma","SigmaA"
"Sigma Wiring","3P4W"
"Delta Measure Type","Star->Delta"
"Delta Measure Mode","RMS"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"Module","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A","1kV5A"
"Wiring","1P2W","SigmaA(3P4W)","SigmaA(3P4W)","SigmaA(3P4W)","1P2W","1P2W"
"Voltage Range","1.5V","600V","600V","600V","1.5V","1.5V"
"Terminal","Direct","Direct","Direct","Direct","Sensor","Direct"
"Current Range","    10mA","Auto","Auto","Auto","100mV","    10mA"
"Sensor Ratio","100.0000","10.0000","100.0000","10.0000","100.0000","10.0000"
"Line Filter","Off","Off","Off","Off","Off","Off"
"Frequency Filter","Off","Off","Off","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","2000.0001","1000.0000","1000.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000","1.0000","1.0000","1.0000"
"Sync Source","I1","I2","I3","I4","I5","I6"
"WP Type","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge","Charge/Discharge"
"q Mode","dc","dc","dc","dc","dc","dc"
"Null U","Off","Off","Off","Off","Off","Off"
"Null I","Off","Off","Off","Off","Off","Off"
"Element Independent","On"
"Average","Off"
"F1(EFF)","P(E3)/P(E4)*100","Unit","%"
"F2(P-loss)","Off"
"F3(U-ripple)","Off"
"F4(I-ripple)","Off"
"F5(D-UrmsR)","Off"
"F6(D-UrmsS)","Off"
"F7(D-UrmsT)","Off"
"F8(D-UmnR)","Off"
"F9(D-UmnS)","Off"
"F10(D-UmnT)","Off"
"F11(PhiU3-U2)","Off"
"F12(PhiI1-I2)","Off"
"F13(PhiI2-I3)","Off"
"F14(PhiI3-I1)","Off"
"F15(Pp-p)","Off"
"F16(F16)","Off"
"F17(F17)","Off"
"F18(F18)","Off"
"F19(F19)","Off"
"F20(F20)","Off"
"Evt1(Ev1)","Off"
"Evt2(Ev2)","Off"
"Evt3(Ev3)","Off"
"Evt4(Ev4)","Off"
"Evt5(Ev5)","Off"
"Evt6(Ev6)","Off"
"Evt7(Ev7)","Off"
"Evt8(Ev8)","Off"
"S Formula","Urms X Irms"
"S,Q Formula","Type 1"
"PC Formula","IEC76(1976)","0.5000","0.5000"
"Phase Angle","180 degree"
"Update Rate","100ms"
"Crest Factor","3"
"eta1 Formula","P3/P4*100"
"eta2 Formula","P4/P3*100"
"eta3 Formula","Off"
"eta4 Formula","Off"

"<Settings (Harmonics)>"
"Element","Element1","Element2","Element3","Element4","Element5","Element6"
"PLL Source","U4","U4","U4","U4","U4","U4"
"Order","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40","0 To 40"
"THD Formula","Total","Total","Total","Total","Total","Total"

"Store No.","Date","Time","Urms-E2[V]","Irms-E2[A]","P-E2[W]","S-E2[VA]","Q-E2[var]","PF-E2","Urms-E3[V]","Irms-E3[A]","P-E3[W]","S-E3[VA]","Q-E3[var]","PF-E3","Urms-E4[V]","Irms-E4[A]","P-E4[W]","S-E4[VA]","Q-E4[var]","PF-E4","Urms-SigA[V]","Irms-SigA[A]","P-SigA[W]","S-SigA[VA]","Q-SigA[var]","PF-SigA"
   11,2024/12/05,14:37:16,229.76E+00,9.6964E+00,2.0972E+03,2.2278E+03,751.56E+00,0.9414E+00,229.38E+00,8.5031E+00,1.8826E+03,1.9504E+03,509.82E+00,0.9652E+00,229.64E+00,9.2436E+00,2.0337E+03,2.1227E+03,608.12E+00,0.9581E+00,229.59E+00,9.1477E+00,6.0136E+03,6.3009E+03,1.8695E+03,0.9544E+00
   12,2024/12/05,14:37:16,229.85E+00,9.7091E+00,2.1021E+03,2.2316E+03,749.17E+00,0.9420E+00,229.54E+00,8.5249E+00,1.8894E+03,1.9568E+03,509.19E+00,0.9656E+00,229.49E+00,9.2446E+00,2.0322E+03,2.1216E+03,609.14E+00,0.9579E+00,229.63E+00,9.1595E+00,6.0237E+03,6.3100E+03,1.8675E+03,0.9546E+00
   13,2024/12/05,14:37:16,229.86E+00,9.6957E+00,2.0990E+03,2.2287E+03,748.99E+00,0.9418E+00,229.70E+00,8.5317E+00,1.8921E+03,1.9597E+03,510.47E+00,0.9655E+00,229.60E+00,9.2521E+00,2.0351E+03,2.1243E+03,609.15E+00,0.9580E+00,229.72E+00,9.1598E+00,6.0262E+03,6.3127E+03,1.8686E+03,0.9546E+00
   14,2024/12/05,14:37:16,229.91E+00,9.7125E+00,2.1033E+03,2.2330E+03,749.87E+00,0.9419E+00,229.71E+00,8.5323E+00,1.8925E+03,1.9600E+03,510.02E+00,0.9656E+00,229.64E+00,9.2576E+00,2.0366E+03,2.1259E+03,609.75E+00,0.9580E+00,229.75E+00,9.1675E+00,6.0323E+03,6.3188E+03,1.8696E+03,0.9547E+00
   15,2024/12/05,14:37:16,229.95E+00,9.7103E+00,2.1030E+03,2.2329E+03,750.57E+00,0.9418E+00,229.52E+00,8.5159E+00,1.8875E+03,1.9546E+03,507.73E+00,0.9657E+00,229.67E+00,9.2549E+00,2.0365E+03,2.1256E+03,608.85E+00,0.9581E+00,229.72E+00,9.1604E+00,6.0270E+03,6.3131E+03,1.8671E+03,0.9547E+00
   16,2024/12/05,14:37:16,229.82E+00,9.7096E+00,2.1015E+03,2.2315E+03,750.41E+00,0.9418E+00,229.59E+00,8.5253E+00,1.8899E+03,1.9574E+03,509.42E+00,0.9655E+00,229.63E+00,9.2509E+00,2.0356E+03,2.1243E+03,607.38E+00,0.9583E+00,229.68E+00,9.1620E+00,6.0270E+03,6.3131E+03,1.8672E+03,0.9547E+00
   17,2024/12/05,14:37:17,229.76E+00,9.7094E+00,2.1010E+03,2.2308E+03,750.10E+00,0.9418E+00,229.65E+00,8.5263E+00,1.8905E+03,1.9580E+03,509.80E+00,0.9655E+00,229.63E+00,9.2516E+00,2.0357E+03,2.1244E+03,607.74E+00,0.9582E+00,229.68E+00,9.1624E+00,6.0271E+03,6.3133E+03,1.8676E+03,0.9547E+00
   18,2024/12/05,14:37:17,229.95E+00,9.7040E+00,2.1024E+03,2.2314E+03,747.74E+00,0.9422E+00,229.58E+00,8.5220E+00,1.8887E+03,1.9565E+03,510.59E+00,0.9653E+00,229.68E+00,9.2578E+00,2.0375E+03,2.1263E+03,608.21E+00,0.9582E+00,229.74E+00,9.1613E+00,6.0286E+03,6.3142E+03,1.8665E+03,0.9548E+00
   19,2024/12/05,14:37:17,229.91E+00,9.7074E+00,2.1030E+03,2.2319E+03,747.52E+00,0.9422E+00,229.60E+00,8.5273E+00,1.8908E+03,1.9579E+03,508.11E+00,0.9657E+00,229.70E+00,9.2649E+00,2.0395E+03,2.1281E+03,607.72E+00,0.9584E+00,229.74E+00,9.1665E+00,6.0333E+03,6.3179E+03,1.8634E+03,0.9550E+00
   20,2024/12/05,14:37:17,229.82E+00,9.7006E+00,2.1001E+03,2.2294E+03,748.11E+00,0.9420E+00,229.64E+00,8.5233E+00,1.8905E+03,1.9573E+03,506.87E+00,0.9659E+00,229.69E+00,9.2521E+00,2.0364E+03,2.1251E+03,607.55E+00,0.9583E+00,229.72E+00,9.1587E+00,6.0271E+03,6.3118E+03,1.8625E+03,0.9549E+00
   21,2024/12/05,14:37:17,229.90E+00,9.7185E+00,2.1048E+03,2.2343E+03,749.44E+00,0.9421E+00,229.60E+00,8.5261E+00,1.8904E+03,1.9576E+03,508.54E+00,0.9657E+00,229.65E+00,9.2543E+00,2.0368E+03,2.1252E+03,606.62E+00,0.9584E+00,229.71E+00,9.1663E+00,6.0320E+03,6.3171E+03,1.8646E+03,0.9549E+00
   22,2024/12/05,14:37:17,229.86E+00,9.6835E+00,2.0968E+03,2.2258E+03,746.74E+00,0.9420E+00,229.61E+00,8.5126E+00,1.8874E+03,1.9546E+03,507.89E+00,0.9656E+00,229.70E+00,9.2374E+00,2.0335E+03,2.1218E+03,605.64E+00,0.9584E+00,229.72E+00,9.1445E+00,6.0178E+03,6.3022E+03,1.8603E+03,0.9549E+00
   23,2024/12/05,14:37:17,229.87E+00,9.6951E+00,2.0999E+03,2.2286E+03,746.24E+00,0.9423E+00,229.54E+00,8.5179E+00,1.8874E+03,1.9552E+03,510.42E+00,0.9653E+00,229.65E+00,9.2469E+00,2.0349E+03,2.1236E+03,607.11E+00,0.9583E+00,229.69E+00,9.1533E+00,6.0223E+03,6.3074E+03,1.8638E+03,0.9548E+00
   24,2024/12/05,14:37:17,229.94E+00,9.6956E+00,2.1002E+03,2.2294E+03,747.85E+00,0.9421E+00,229.60E+00,8.5256E+00,1.8904E+03,1.9575E+03,508.10E+00,0.9657E+00,229.69E+00,9.2508E+00,2.0363E+03,2.1248E+03,606.93E+00,0.9583E+00,229.74E+00,9.1573E+00,6.0269E+03,6.3117E+03,1.8629E+03,0.9549E+00
   25,2024/12/05,14:37:17,229.86E+00,9.6931E+00,2.0988E+03,2.2280E+03,747.91E+00,0.9420E+00,229.53E+00,8.5141E+00,1.8873E+03,1.9543E+03,507.24E+00,0.9657E+00,229.64E+00,9.2466E+00,2.0346E+03,2.1234E+03,607.42E+00,0.9582E+00,229.68E+00,9.1513E+00,6.0207E+03,6.3057E+03,1.8626E+03,0.9548E+00
   26,2024/12/05,14:37:17,229.87E+00,9.7008E+00,2.0999E+03,2.2299E+03,750.22E+00,0.9417E+00,229.54E+00,8.5125E+00,1.8865E+03,1.9539E+03,508.83E+00,0.9655E+00,229.64E+00,9.2423E+00,2.0340E+03,2.1224E+03,606.16E+00,0.9583E+00,229.68E+00,9.1519E+00,6.0204E+03,6.3063E+03,1.8652E+03,0.9547E+00
   27,2024/12/05,14:37:18,229.86E+00,9.7070E+00,2.1016E+03,2.2312E+03,749.52E+00,0.9419E+00,229.55E+00,8.5191E+00,1.8883E+03,1.9555E+03,508.20E+00,0.9656E+00,229.65E+00,9.2361E+00,2.0331E+03,2.1211E+03,604.39E+00,0.9585E+00,229.68E+00,9.1541E+00,6.0231E+03,6.3078E+03,1.8621E+03,0.9549E+00
   28,2024/12/05,14:37:18,229.91E+00,9.7008E+00,2.1008E+03,2.2303E+03,748.85E+00,0.9419E+00,229.55E+00,8.5159E+00,1.8870E+03,1.9548E+03,510.29E+00,0.9653E+00,229.63E+00,9.2405E+00,2.0333E+03,2.1219E+03,606.70E+00,0.9583E+00,229.69E+00,9.1524E+00,6.0211E+03,6.3069E+03,1.8658E+03,0.9547E+00
   29,2024/12/05,14:37:18,229.99E+00,9.7010E+00,2.1012E+03,2.2312E+03,750.36E+00,0.9418E+00,229.60E+00,8.5247E+00,1.8898E+03,1.9573E+03,509.34E+00,0.9655E+00,229.64E+00,9.2452E+00,2.0344E+03,2.1231E+03,607.05E+00,0.9583E+00,229.75E+00,9.1569E+00,6.0255E+03,6.3115E+03,1.8667E+03,0.9547E+00
   30,2024/12/05,14:37:18,229.85E+00,9.6871E+00,2.0972E+03,2.2266E+03,747.81E+00,0.9419E+00,229.48E+00,8.5096E+00,1.8858E+03,1.9528E+03,507.24E+00,0.9657E+00,229.65E+00,9.2467E+00,2.0349E+03,2.1235E+03,606.99E+00,0.9583E+00,229.66E+00,9.1478E+00,6.0179E+03,6.3028E+03,1.8620E+03,0.9548E+00
   31,2024/12/05,14:37:18,229.96E+00,9.7057E+00,2.1017E+03,2.2319E+03,751.16E+00,0.9417E+00,229.60E+00,8.5162E+00,1.8880E+03,1.9553E+03,508.57E+00,0.9656E+00,229.57E+00,9.2363E+00,2.0317E+03,2.1204E+03,606.89E+00,0.9582E+00,229.71E+00,9.1527E+00,6.0215E+03,6.3077E+03,1.8666E+03,0.9546E+00
   32,2024/12/05,14:37:18,229.70E+00,9.6738E+00,2.0923E+03,2.2221E+03,748.38E+00,0.9416E+00,229.38E+00,8.4847E+00,1.8788E+03,1.9462E+03,507.97E+00,0.9653E+00,229.59E+00,9.2103E+00,2.0264E+03,2.1146E+03,604.62E+00,0.9583E+00,229.56E+00,9.1229E+00,5.9974E+03,6.2829E+03,1.8610E+03,0.9546E+00
   33,2024/12/05,14:37:18,229.81E+00,9.6799E+00,2.0948E+03,2.2245E+03,748.48E+00,0.9417E+00,229.72E+00,8.5045E+00,1.8859E+03,1.9536E+03,509.91E+00,0.9653E+00,229.70E+00,9.2288E+00,2.0317E+03,2.1199E+03,605.07E+00,0.9584E+00,229.74E+00,9.1378E+00,6.0124E+03,6.2980E+03,1.8635E+03,0.9547E+00
   34,2024/12/05,14:37:18,229.92E+00,9.6735E+00,2.0946E+03,2.2241E+03,747.79E+00,0.9418E+00,229.54E+00,8.4983E+00,1.8828E+03,1.9507E+03,510.23E+00,0.9652E+00,229.59E+00,9.2287E+00,2.0302E+03,2.1188E+03,606.34E+00,0.9582E+00,229.68E+00,9.1335E+00,6.0076E+03,6.2936E+03,1.8644E+03,0.9546E+00
   35,2024/12/05,14:37:18,229.82E+00,9.6697E+00,2.0924E+03,2.2223E+03,748.61E+00,0.9416E+00,229.54E+00,8.5020E+00,1.8843E+03,1.9515E+03,507.64E+00,0.9656E+00,229.68E+00,9.2345E+00,2.0327E+03,2.1210E+03,605.66E+00,0.9584E+00,229.68E+00,9.1354E+00,6.0095E+03,6.2949E+03,1.8619E+03,0.9547E+00
   36,2024/12/05,14:37:18,229.97E+00,9.6865E+00,2.0979E+03,2.2276E+03,748.87E+00,0.9418E+00,229.42E+00,8.4912E+00,1.8806E+03,1.9481E+03,508.33E+00,0.9654E+00,229.63E+00,9.2207E+00,2.0291E+03,2.1173E+03,604.72E+00,0.9583E+00,229.67E+00,9.1328E+00,6.0077E+03,6.2930E+03,1.8619E+03,0.9547E+00
   37,2024/12/05,14:37:19,229.89E+00,9.6959E+00,2.0990E+03,2.2290E+03,750.23E+00,0.9417E+00,229.56E+00,8.5032E+00,1.8847E+03,1.9520E+03,508.13E+00,0.9655E+00,229.70E+00,9.2219E+00,2.0304E+03,2.1183E+03,603.74E+00,0.9585E+00,229.72E+00,9.1403E+00,6.0141E+03,6.2993E+03,1.8621E+03,0.9547E+00
   38,2024/12/05,14:37:19,229.77E+00,9.6890E+00,2.0961E+03,2.2262E+03,749.88E+00,0.9416E+00,229.75E+00,8.5081E+00,1.8871E+03,1.9548E+03,509.91E+00,0.9654E+00,229.63E+00,9.2236E+00,2.0298E+03,2.1180E+03,604.77E+00,0.9584E+00,229.72E+00,9.1402E+00,6.0130E+03,6.2990E+03,1.8646E+03,0.9546E+00
   39,2024/12/05,14:37:19,229.76E+00,9.6688E+00,2.0924E+03,2.2215E+03,746.34E+00,0.9419E+00,229.60E+00,8.5026E+00,1.8844E+03,1.9522E+03,509.84E+00,0.9653E+00,229.59E+00,9.2245E+00,2.0295E+03,2.1179E+03,605.47E+00,0.9583E+00,229.65E+00,9.1320E+00,6.0063E+03,6.2915E+03,1.8616E+03,0.9547E+00
   40,2024/12/05,14:37:19,229.98E+00,9.6832E+00,2.0972E+03,2.2270E+03,749.21E+00,0.9417E+00,229.60E+00,8.5142E+00,1.8871E+03,1.9549E+03,510.21E+00,0.9653E+00,229.72E+00,9.2329E+00,2.0329E+03,2.1210E+03,604.81E+00,0.9585E+00,229.77E+00,9.1434E+00,6.0172E+03,6.3028E+03,1.8642E+03,0.9547E+00
   41,2024/12/05,14:37:19,229.56E+00,9.6704E+00,2.0896E+03,2.2200E+03,749.61E+00,0.9413E+00,229.53E+00,8.4991E+00,1.8836E+03,1.9508E+03,507.67E+00,0.9655E+00,229.59E+00,9.2187E+00,2.0282E+03,2.1166E+03,605.26E+00,0.9582E+00,229.56E+00,9.1294E+00,6.0014E+03,6.2874E+03,1.8625E+03,0.9545E+00
   42,2024/12/05,14:37:19,229.82E+00,9.6381E+00,2.0852E+03,2.2150E+03,747.10E+00,0.9414E+00,229.50E+00,8.4503E+00,1.8721E+03,1.9393E+03,506.21E+00,0.9653E+00,229.64E+00,9.1830E+00,2.0211E+03,2.1088E+03,601.89E+00,0.9584E+00,229.65E+00,9.0905E+00,5.9784E+03,6.2631E+03,1.8552E+03,0.9545E+00
   43,2024/12/05,14:37:19,229.86E+00,9.6496E+00,2.0887E+03,2.2181E+03,746.48E+00,0.9417E+00,229.54E+00,8.4672E+00,1.8761E+03,1.9435E+03,507.52E+00,0.9653E+00,229.76E+00,9.1979E+00,2.0256E+03,2.1133E+03,602.36E+00,0.9585E+00,229.72E+00,9.1049E+00,5.9904E+03,6.2749E+03,1.8564E+03,0.9547E+00
   44,2024/12/05,14:37:19,229.75E+00,9.6397E+00,2.0855E+03,2.2147E+03,745.33E+00,0.9417E+00,229.55E+00,8.4697E+00,1.8761E+03,1.9442E+03,509.89E+00,0.9650E+00,229.54E+00,9.1889E+00,2.0210E+03,2.1092E+03,603.52E+00,0.9582E+00,229.61E+00,9.0994E+00,5.9827E+03,6.2681E+03,1.8587E+03,0.9545E+00
   45,2024/12/05,14:37:19,229.91E+00,9.6393E+00,2.0870E+03,2.2162E+03,745.54E+00,0.9417E+00,229.56E+00,8.4768E+00,1.8788E+03,1.9459E+03,506.61E+00,0.9655E+00,229.65E+00,9.1960E+00,2.0235E+03,2.1118E+03,604.36E+00,0.9582E+00,229.71E+00,9.1041E+00,5.9893E+03,6.2739E+03,1.8565E+03,0.9546E+00
   46,2024/12/05,14:37:19,229.85E+00,9.6479E+00,2.0876E+03,2.2176E+03,748.32E+00,0.9413E+00,229.75E+00,8.4801E+00,1.8814E+03,1.9483E+03,506.31E+00,0.9656E+00,229.52E+00,9.1897E+00,2.0205E+03,2.1092E+03,605.29E+00,0.9579E+00,229.71E+00,9.1059E+00,5.9895E+03,6.2752E+03,1.8599E+03,0.9545E+00
   47,2024/12/05,14:37:20,229.70E+00,9.6462E+00,2.0854E+03,2.2157E+03,748.83E+00,0.9412E+00,229.56E+00,8.4650E+00,1.8757E+03,1.9432E+03,507.51E+00,0.9653E+00,229.48E+00,9.1791E+00,2.0183E+03,2.1065E+03,602.91E+00,0.9582E+00,229.58E+00,9.0967E+00,5.9794E+03,6.2654E+03,1.8593E+03,0.9544E+00
   48,2024/12/05,14:37:20,229.84E+00,9.6636E+00,2.0903E+03,2.2211E+03,751.08E+00,0.9411E+00,229.71E+00,8.4767E+00,1.8790E+03,1.9472E+03,510.94E+00,0.9650E+00,229.65E+00,9.1946E+00,2.0234E+03,2.1115E+03,603.55E+00,0.9583E+00,229.74E+00,9.1116E+00,5.9927E+03,6.2799E+03,1.8656E+03,0.9543E+00
   49,2024/12/05,14:37:20,229.81E+00,9.6482E+00,2.0868E+03,2.2172E+03,749.36E+00,0.9412E+00,229.59E+00,8.4719E+00,1.8767E+03,1.9450E+03,510.98E+00,0.9649E+00,229.53E+00,9.1880E+00,2.0203E+03,2.1089E+03,604.95E+00,0.9580E+00,229.64E+00,9.1027E+00,5.9838E+03,6.2712E+03,1.8653E+03,0.9542E+00
   50,2024/12/05,14:37:20,229.85E+00,9.6498E+00,2.0865E+03,2.2180E+03,752.23E+00,0.9407E+00,229.59E+00,8.4753E+00,1.8780E+03,1.9459E+03,509.32E+00,0.9651E+00,229.60E+00,9.1964E+00,2.0224E+03,2.1115E+03,606.82E+00,0.9578E+00,229.68E+00,9.1072E+00,5.9869E+03,6.2753E+03,1.8684E+03,0.9540E+00
   51,2024/12/05,14:37:20,229.66E+00,9.6362E+00,2.0816E+03,2.2130E+03,751.26E+00,0.9406E+00,229.37E+00,8.4636E+00,1.8735E+03,1.9413E+03,508.71E+00,0.9651E+00,229.53E+00,9.1964E+00,2.0215E+03,2.1109E+03,607.61E+00,0.9577E+00,229.52E+00,9.0987E+00,5.9766E+03,6.2652E+03,1.8676E+03,0.9539E+00
   52,2024/12/05,14:37:20,229.71E+00,9.6860E+00,2.0927E+03,2.2249E+03,755.61E+00,0.9406E+00,229.45E+00,8.4968E+00,1.8816E+03,1.9496E+03,510.57E+00,0.9651E+00,229.42E+00,9.2199E+00,2.0259E+03,2.1152E+03,608.29E+00,0.9578E+00,229.53E+00,9.1342E+00,6.0002E+03,6.2898E+03,1.8745E+03,0.9540E+00
